lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
NPAS1	-0.108	-0.039	0.03	0.266	5.578	0.134	0.035	0.002	46.222	1.859	0.926	1	4
NT5DC2	-0.079	-0.029	0.021	0.262	0.316	0.957	0.026	0	0	1	0.926	1	4
PDE4B	-0.014	0.018	0.05	0.262	2.586	0.46	0.016	0	0	1	0.926	1	4
PDXP	-0.047	-0.017	0.013	0.261	0.214	0.975	0.015	0	0	1	0.926	1	4
PIGC	-0.026	-0.01	0.007	0.263	0.361	0.835	0.008	0	0	1	0.926	1	3
PIR	-0.039	0.052	0.143	0.265	5.29	0.152	0.046	0.004	43.294	1.763	0.926	1	4
PRKACB	-0.139	-0.051	0.038	0.262	0.288	0.962	0.045	0	0	1	0.926	1	4
RPL27A	-0.014	0.019	0.052	0.266	3.8	0.284	0.017	0	21.055	1.267	0.926	1	4
SCYL1	-0.047	-0.017	0.013	0.266	1.879	0.598	0.015	0	0	1	0.926	1	4
SECISBP2	-0.012	0.016	0.044	0.264	0.979	0.806	0.014	0	0	1	0.926	1	4
SERPING1	-0.028	0.037	0.102	0.262	0.538	0.764	0.033	0	0	1	0.926	1	3
SLC2A5	-0.04	0.053	0.146	0.264	1.326	0.515	0.047	0	0	1	0.926	1	3
SRP68	-0.01	0.013	0.035	0.262	3.444	0.328	0.012	0	12.897	1.148	0.926	1	4
STMN4	-0.013	0.017	0.046	0.266	0.29	0.865	0.015	0	0	1	0.926	1	3
STUB1	-0.052	-0.019	0.014	0.266	2.229	0.526	0.017	0	0	1	0.926	1	4
SYTL2	-0.019	0.026	0.071	0.266	0.307	0.959	0.023	0	0	1	0.926	1	4
TH1L	-0.012	0.016	0.045	0.261	0.33	0.848	0.015	0	0	1	0.926	1	3
TM7SF2	-0.061	-0.022	0.017	0.263	2.17	0.538	0.02	0	0	1	0.926	1	4
TMED3	-0.05	-0.018	0.014	0.264	0.486	0.922	0.016	0	0	1	0.926	1	4
TMEM4	-0.065	-0.023	0.018	0.265	0.04	0.98	0.021	0	0	1	0.926	1	3
TXNL2	-0.126	-0.046	0.035	0.267	0.32	0.852	0.041	0	0	1	0.926	1	3
UBE1C	-0.126	-0.046	0.035	0.267	0.311	0.856	0.041	0	0	1	0.926	1	3
UNQ501	-0.01	0.013	0.037	0.265	2.288	0.318	0.012	0	12.605	1.144	0.926	1	3
USP10	-0.064	-0.023	0.018	0.267	0.895	0.827	0.021	0	0	1	0.926	1	4
VGF	-0.19	-0.069	0.052	0.262	0.615	0.893	0.062	0	0	1	0.926	1	4
ZDHHC9	-0.024	0.031	0.085	0.267	0.433	0.933	0.028	0	0	1	0.926	1	4
ADCYAP1	-0.159	-0.057	0.044	0.268	2.557	0.278	0.052	0.002	21.785	1.279	0.927	1	3
AEBP2	-0.043	-0.016	0.012	0.273	1.562	0.668	0.014	0	0	1	0.927	1	4
AGGF1	-0.063	-0.023	0.018	0.274	0.851	0.654	0.021	0	0	1	0.927	1	3
AKR1B1	-0.062	-0.022	0.017	0.273	1.083	0.781	0.02	0	0	1	0.927	1	4
ANGPTL4	-0.046	0.058	0.162	0.274	1.587	0.662	0.053	0	0	1	0.927	1	4
C11orf56	-0.061	-0.022	0.017	0.273	0.499	0.779	0.02	0	0	1	0.927	1	3
C14orf102	-0.018	0.023	0.065	0.274	0.279	0.87	0.021	0	0	1	0.927	1	3
C14orf94	-0.023	0.029	0.081	0.275	2.567	0.277	0.026	0	22.082	1.283	0.927	1	3
C1orf77	-0.051	-0.018	0.014	0.274	0.452	0.798	0.017	0	0	1	0.927	1	3
C1QL1	-0.018	0.024	0.066	0.269	4.771	0.189	0.021	0.001	37.117	1.59	0.927	1	4
C9orf88	-0.035	0.044	0.123	0.275	5.78	0.056	0.04	0.003	65.396	2.89	0.927	1	3
CELSR2	-0.049	-0.018	0.014	0.269	0.152	0.985	0.016	0	0	1	0.927	1	4
CENTA2	-0.027	0.034	0.095	0.274	0.735	0.692	0.031	0	0	1	0.927	1	3
CEP70	-0.018	0.023	0.064	0.271	0.854	0.837	0.021	0	0	1	0.927	1	4
CEPT1	-0.009	0.012	0.034	0.269	1.565	0.667	0.011	0	0	1	0.927	1	4
CHGB	-0.177	-0.064	0.05	0.273	3.765	0.152	0.058	0.005	46.874	1.882	0.927	1	3
CHRM1	-0.092	-0.033	0.026	0.274	5.463	0.141	0.03	0.002	45.087	1.821	0.927	1	4
CHST7	-0.03	0.038	0.106	0.273	1.158	0.763	0.035	0	0	1	0.927	1	4
CMTM3	-0.023	0.029	0.082	0.274	1.763	0.623	0.027	0	0	1	0.927	1	4
CPNE3	-0.024	0.031	0.087	0.269	1.163	0.762	0.028	0	0	1	0.927	1	4
CXorf44	-0.022	0.028	0.078	0.269	0.033	0.984	0.025	0	0	1	0.927	1	3
DBC1	-0.058	-0.021	0.016	0.27	1.474	0.479	0.019	0	0	1	0.927	1	3
DVL2	-0.019	0.025	0.068	0.268	0.321	0.852	0.022	0	0	1	0.927	1	3
EIF4B	-0.051	-0.018	0.014	0.273	0.676	0.879	0.017	0	0	1	0.927	1	4
ENO2	-0.045	-0.016	0.012	0.269	1.359	0.507	0.015	0	0	1	0.927	1	3
FAM50A	-0.013	0.016	0.045	0.272	0.451	0.798	0.015	0	0	1	0.927	1	3
FLJ14768	-0.014	0.018	0.05	0.275	0.18	0.914	0.016	0	0	1	0.927	1	3
FLJ22555	-0.101	-0.036	0.029	0.275	0.676	0.713	0.033	0	0	1	0.927	1	3
FLJ38984	-0.079	-0.028	0.022	0.271	0.684	0.71	0.026	0	0	1	0.927	1	3
G6PC3	-0.018	0.023	0.064	0.275	0.34	0.952	0.021	0	0	1	0.927	1	4
GFER	-0.027	0.034	0.096	0.273	1.148	0.563	0.031	0	0	1	0.927	1	3
GPR162	-0.036	-0.013	0.01	0.268	0.017	0.992	0.012	0	0	1	0.927	1	3
HECTD2	-0.01	0.014	0.038	0.268	1.215	0.749	0.012	0	0	1	0.927	1	4
HEY1	-0.054	-0.019	0.015	0.274	0.892	0.827	0.018	0	0	1	0.927	1	4
HTLF	-0.029	0.037	0.104	0.272	0.158	0.924	0.034	0	0	1	0.927	1	3
IDS	-0.063	-0.023	0.018	0.27	0.093	0.954	0.02	0	0	1	0.927	1	3
IFNAR2	-0.019	0.024	0.067	0.269	1.136	0.567	0.022	0	0	1	0.927	1	3
IRF3	-0.018	0.024	0.066	0.268	0.792	0.851	0.022	0	0	1	0.927	1	4
KIAA1530	-0.036	0.045	0.125	0.275	0.971	0.615	0.041	0	0	1	0.927	1	3
KIAA2022	-0.093	-0.034	0.026	0.271	1.296	0.523	0.03	0	0	1	0.927	1	3
LMO3	-0.048	-0.017	0.014	0.271	0.31	0.958	0.016	0	0	1	0.927	1	4
LRPAP1	-0.083	-0.03	0.024	0.273	1.758	0.624	0.027	0	0	1	0.927	1	4
MGC40579	-0.015	0.019	0.052	0.269	0.919	0.632	0.017	0	0	1	0.927	1	3
MGC42174	-0.015	0.02	0.055	0.269	1.034	0.596	0.018	0	0	1	0.927	1	3
MIZF	-0.06	-0.021	0.017	0.27	0.082	0.96	0.019	0	0	1	0.927	1	3
MRPS12	-0.052	-0.019	0.015	0.274	0.359	0.836	0.017	0	0	1	0.927	1	3
MT1G	-0.144	-0.052	0.04	0.269	0.063	0.996	0.047	0	0	1	0.927	1	4
MYO9B	-0.03	0.038	0.106	0.274	0.045	0.998	0.035	0	0	1	0.927	1	4
NANS	-0.066	-0.024	0.019	0.272	0.492	0.921	0.022	0	0	1	0.927	1	4
NDE1	-0.044	0.056	0.156	0.274	0.044	0.978	0.051	0	0	1	0.927	1	3
NFIL3	-0.024	0.03	0.084	0.271	0.628	0.89	0.028	0	0	1	0.927	1	4
OGDH	-0.025	0.031	0.087	0.272	0.871	0.647	0.028	0	0	1	0.927	1	3
OMG	-0.063	-0.023	0.018	0.273	1.196	0.55	0.021	0	0	1	0.927	1	3
PDHA1	-0.012	0.015	0.042	0.275	1.59	0.662	0.014	0	0	1	0.927	1	4
POLR2B	-0.092	-0.033	0.026	0.269	2.409	0.3	0.03	0.001	16.979	1.205	0.927	1	3
PPARGC1B	-0.076	-0.028	0.021	0.269	0.392	0.942	0.025	0	0	1	0.927	1	4
PPP2R4	-0.012	0.015	0.042	0.268	0.03	0.985	0.014	0	0	1	0.927	1	3
PRDX3	-0.106	-0.038	0.03	0.274	0.202	0.977	0.035	0	0	1	0.927	1	4
PRPF31	-0.012	0.015	0.041	0.274	0.259	0.968	0.013	0	0	1	0.927	1	4
PSPC1	-0.077	-0.028	0.022	0.272	0.614	0.736	0.025	0	0	1	0.927	1	3
RBM22	-0.01	0.013	0.037	0.268	0.205	0.977	0.012	0	0	1	0.927	1	4
RUVBL2	-0.076	-0.027	0.021	0.268	0.722	0.868	0.025	0	0	1	0.927	1	4
SDCCAG33	-0.054	-0.019	0.015	0.271	0.82	0.664	0.018	0	0	1	0.927	1	3
SDF2	-0.055	-0.02	0.016	0.274	0.644	0.725	0.018	0	0	1	0.927	1	3
SEL1L	-0.06	-0.022	0.017	0.268	1.791	0.617	0.019	0	0	1	0.927	1	4
SETDB1	-0.02	0.025	0.071	0.271	0.991	0.804	0.023	0	0	1	0.927	1	4
SH3GLB2	-0.011	0.014	0.038	0.271	0.73	0.866	0.012	0	0	1	0.927	1	4
SKP1A	-0.045	-0.016	0.013	0.271	0.741	0.691	0.015	0	0	1	0.927	1	3
SLC35A4	-0.018	0.023	0.065	0.271	2.322	0.313	0.021	0	13.861	1.161	0.927	1	3
SNX16	-0.076	-0.027	0.022	0.275	0.937	0.816	0.025	0	0	1	0.927	1	4
STAU	-0.044	-0.016	0.012	0.271	0.36	0.835	0.014	0	0	1	0.927	1	3
TEK	-0.025	0.032	0.09	0.27	0.78	0.677	0.029	0	0	1	0.927	1	3
THOC3	-0.138	-0.05	0.039	0.27	0.242	0.971	0.045	0	0	1	0.927	1	4
TMEM35	-0.162	-0.058	0.045	0.271	0.964	0.618	0.053	0	0	1	0.927	1	3
TMEM38A	-0.082	-0.029	0.023	0.273	4.531	0.21	0.027	0.001	33.788	1.51	0.927	1	4
TRIB1	-0.127	-0.046	0.036	0.269	2.739	0.434	0.042	0	0	1	0.927	1	4
TTC1	-0.037	-0.013	0.01	0.275	3.024	0.388	0.012	0	0.798	1.008	0.927	1	4
TTC15	-0.013	0.016	0.046	0.275	1.644	0.439	0.015	0	0	1	0.927	1	3
TUSC3	-0.162	-0.058	0.045	0.271	1.246	0.536	0.053	0	0	1	0.927	1	3
TXNDC9	-0.1	-0.036	0.028	0.268	2.377	0.498	0.033	0	0	1	0.927	1	4
ZNF600	-0.025	0.031	0.087	0.273	0.368	0.832	0.028	0	0	1	0.927	1	3
ZNF688	-0.011	0.013	0.038	0.275	2.136	0.344	0.012	0	6.382	1.068	0.927	1	3
ANXA6	-0.113	-0.04	0.032	0.278	4.802	0.187	0.037	0.002	37.532	1.601	0.928	1	4
ARAF	-0.021	0.026	0.074	0.279	1.633	0.442	0.024	0	0	1	0.928	1	3
ARHGEF10L	-0.013	0.016	0.045	0.28	0.087	0.993	0.015	0	0	1	0.928	1	4
ASPA	-0.043	0.053	0.15	0.28	3.33	0.344	0.049	0.001	9.904	1.11	0.928	1	4
ASRGL1	-0.077	-0.027	0.022	0.278	0.119	0.942	0.025	0	0	1	0.928	1	3
C20orf7	-0.078	-0.028	0.022	0.278	1.171	0.557	0.026	0	0	1	0.928	1	3
C3orf58	-0.018	0.022	0.061	0.28	0.327	0.849	0.02	0	0	1	0.928	1	3
C7orf27	-0.031	0.037	0.105	0.281	4.421	0.11	0.035	0.002	54.761	2.211	0.928	1	3
C9orf102	-0.017	0.021	0.059	0.28	1.062	0.588	0.019	0	0	1	0.928	1	3
CALN1	-0.021	0.025	0.072	0.279	0.038	0.981	0.024	0	0	1	0.928	1	3
CBL	-0.037	-0.013	0.011	0.277	0.864	0.834	0.012	0	0	1	0.928	1	4
CDV3	-0.069	-0.024	0.02	0.279	0.347	0.951	0.023	0	0	1	0.928	1	4
CKAP4	-0.053	-0.019	0.015	0.276	1.174	0.759	0.017	0	0	1	0.928	1	4
CLK3	-0.022	0.027	0.077	0.281	1.903	0.593	0.025	0	0	1	0.928	1	4
DUSP5	-0.125	-0.045	0.036	0.278	0.896	0.826	0.041	0	0	1	0.928	1	4
DYNC1LI1	-0.101	-0.036	0.029	0.278	0.396	0.82	0.033	0	0	1	0.928	1	3
DYRK4	-0.011	0.013	0.038	0.281	0.468	0.926	0.012	0	0	1	0.928	1	4
EIF2B2	-0.017	0.021	0.058	0.279	0.447	0.93	0.019	0	0	1	0.928	1	4
EIF3S10	-0.013	0.015	0.043	0.281	1.458	0.482	0.014	0	0	1	0.928	1	3
FAM107A	-0.024	0.03	0.084	0.28	0.688	0.876	0.028	0	0	1	0.928	1	4
GAMT	-0.019	0.023	0.066	0.277	1.935	0.586	0.022	0	0	1	0.928	1	4
GLRA2	-0.125	-0.044	0.036	0.279	0.711	0.871	0.041	0	0	1	0.928	1	4
GPR83	-0.053	0.066	0.186	0.278	2.232	0.328	0.061	0.001	10.387	1.116	0.928	1	3
HDAC3	-0.046	-0.016	0.013	0.278	0.739	0.691	0.015	0	0	1	0.928	1	3
HMBOX1	-0.118	-0.042	0.034	0.28	1.076	0.584	0.039	0	0	1	0.928	1	3
IGSF4D	-0.056	-0.02	0.016	0.277	1.794	0.408	0.018	0	0	1	0.928	1	3
ITPA	-0.061	-0.022	0.017	0.278	0.33	0.954	0.02	0	0	1	0.928	1	4
KLRC2	-0.049	0.061	0.17	0.28	6.768	0.08	0.056	0.006	55.674	2.256	0.928	1	4
LILRB3	-0.013	0.016	0.044	0.28	1.797	0.407	0.014	0	0	1	0.928	1	3
LMO7	-0.101	-0.036	0.029	0.277	0.383	0.944	0.033	0	0	1	0.928	1	4
LYSMD1	-0.05	-0.018	0.014	0.28	1.273	0.736	0.016	0	0	1	0.928	1	4
MAN1A1	-0.088	-0.031	0.025	0.278	0.398	0.941	0.029	0	0	1	0.928	1	4
MGC4172	-0.096	-0.034	0.028	0.279	1.452	0.484	0.032	0	0	1	0.928	1	3
MRPL4	-0.065	-0.023	0.019	0.279	3.488	0.322	0.021	0	13.983	1.163	0.928	1	4
MVP	-0.025	0.03	0.085	0.279	0.957	0.812	0.028	0	0	1	0.928	1	4
NCOR1	-0.058	-0.021	0.017	0.28	0.934	0.627	0.019	0	0	1	0.928	1	3
P2RY10	-0.034	0.042	0.118	0.276	4.991	0.172	0.039	0.002	39.894	1.664	0.928	1	4
POLR2F	-0.016	0.019	0.054	0.279	0.036	0.982	0.018	0	0	1	0.928	1	3
PPIL1	-0.105	-0.038	0.03	0.277	1.178	0.758	0.035	0	0	1	0.928	1	4
PPP1CB	-0.061	-0.022	0.018	0.277	2.148	0.542	0.02	0	0	1	0.928	1	4
RAVER2	-0.022	0.027	0.076	0.279	0.283	0.963	0.025	0	0	1	0.928	1	4
RHOQ	-0.031	0.038	0.107	0.279	0.986	0.805	0.035	0	0	1	0.928	1	4
RPUSD3	-0.073	-0.026	0.021	0.277	1.312	0.726	0.024	0	0	1	0.928	1	4
SHC1	-0.026	0.032	0.091	0.279	1.572	0.666	0.03	0	0	1	0.928	1	4
SLU7	-0.021	0.026	0.072	0.277	2.862	0.413	0.024	0	0	1	0.928	1	4
UCKL1	-0.055	-0.02	0.016	0.28	0.31	0.958	0.018	0	0	1	0.928	1	4
UVRAG	-0.056	-0.02	0.016	0.279	0.565	0.904	0.018	0	0	1	0.928	1	4
VAV3	-0.127	-0.045	0.036	0.277	0.07	0.995	0.042	0	0	1	0.928	1	4
VPS33B	-0.062	-0.022	0.018	0.279	1.345	0.718	0.02	0	0	1	0.928	1	4
YRDC	-0.058	-0.021	0.017	0.276	0.816	0.665	0.019	0	0	1	0.928	1	3
ZCCHC3	-0.058	-0.021	0.017	0.279	0.548	0.76	0.019	0	0	1	0.928	1	3
ZCWPW1	-0.017	0.021	0.059	0.28	0.363	0.834	0.019	0	0	1	0.928	1	3
ZFP36L1	-0.034	0.042	0.117	0.279	1.577	0.665	0.039	0	0	1	0.928	1	4
ZNF341	-0.016	0.02	0.056	0.28	0.816	0.665	0.019	0	0	1	0.928	1	3
ZNF471	-0.024	0.03	0.084	0.277	1.47	0.689	0.027	0	0	1	0.928	1	4
AP2M1	-0.051	-0.018	0.015	0.283	2.86	0.414	0.017	0	0	1	0.929	1	4
ARMCX5	-0.102	-0.036	0.03	0.281	5.317	0.07	0.034	0.002	62.387	2.659	0.929	1	3
ATF5	-0.014	0.017	0.049	0.282	0.801	0.849	0.016	0	0	1	0.929	1	4
C1orf144	-0.022	0.027	0.076	0.282	0.883	0.643	0.025	0	0	1	0.929	1	3
C7orf44	-0.085	-0.03	0.025	0.282	0.316	0.854	0.028	0	0	1	0.929	1	3
CA11	-0.072	-0.025	0.021	0.282	0.332	0.954	0.024	0	0	1	0.929	1	4
CARHSP1	-0.026	0.032	0.09	0.282	0.515	0.915	0.03	0	0	1	0.929	1	4
EPHX2	-0.023	0.027	0.077	0.282	0.183	0.913	0.025	0	0	1	0.929	1	3
FILIP1	-0.089	-0.032	0.026	0.283	4.474	0.215	0.029	0.001	32.953	1.491	0.929	1	4
H2AFY	-0.053	-0.019	0.015	0.282	0.715	0.699	0.017	0	0	1	0.929	1	3
HAVCR2	-0.038	0.046	0.13	0.281	1.715	0.634	0.043	0	0	1	0.929	1	4
KAL1	-0.096	-0.034	0.028	0.282	1.088	0.58	0.032	0	0	1	0.929	1	3
NPAL3	-0.013	0.016	0.044	0.283	1.46	0.482	0.015	0	0	1	0.929	1	3
PLCH2	-0.024	0.03	0.084	0.283	1.051	0.591	0.028	0	0	1	0.929	1	3
RFNG	-0.017	0.02	0.057	0.283	3.336	0.343	0.019	0	10.06	1.112	0.929	1	4
SLC6A8	-0.032	0.039	0.11	0.282	1.061	0.787	0.036	0	0	1	0.929	1	4
ARF3	-0.058	-0.021	0.017	0.283	1.667	0.644	0.019	0	0	1	0.93	1	4
BRP44	-0.086	-0.03	0.025	0.284	1.009	0.604	0.028	0	0	1	0.93	1	3
CALM3	-0.022	-0.008	0.007	0.284	1.779	0.62	0.007	0	0	1	0.93	1	4
CSNK1G2	-0.019	0.023	0.066	0.283	1.09	0.779	0.022	0	0	1	0.93	1	4
FLJ43855	-0.034	0.041	0.115	0.284	0.597	0.742	0.038	0	0	1	0.93	1	3
FNBP1L	-0.017	0.021	0.059	0.285	0.266	0.966	0.019	0	0	1	0.93	1	4
GAPDH	-0.03	-0.011	0.009	0.284	0.788	0.852	0.01	0	0	1	0.93	1	4
HDGF	-0.009	0.011	0.03	0.284	0.148	0.986	0.01	0	0	1	0.93	1	4
HRIHFB2122	-0.024	0.03	0.084	0.283	0.088	0.957	0.028	0	0	1	0.93	1	3
LMAN2L	-0.022	0.027	0.075	0.284	2.452	0.484	0.025	0	0	1	0.93	1	4
PARP4	-0.027	0.033	0.092	0.284	0.027	0.987	0.03	0	0	1	0.93	1	3
PFDN1	-0.055	-0.019	0.016	0.283	1.036	0.793	0.018	0	0	1	0.93	1	4
PRR3	-0.012	0.015	0.043	0.283	0.074	0.964	0.014	0	0	1	0.93	1	3
SAR1B	-0.018	0.021	0.06	0.284	0.896	0.826	0.02	0	0	1	0.93	1	4
TBC1D13	-0.014	0.017	0.049	0.284	0.232	0.972	0.016	0	0	1	0.93	1	4
ABCA2	-0.032	0.038	0.107	0.287	0.667	0.881	0.035	0	0	1	0.931	1	4
ARHGAP19	-0.023	0.028	0.079	0.287	0.741	0.864	0.026	0	0	1	0.931	1	4
C15orf24	-0.043	-0.015	0.013	0.287	0.199	0.905	0.014	0	0	1	0.931	1	3
C1orf142	-0.059	-0.021	0.017	0.285	0.3	0.861	0.02	0	0	1	0.931	1	3
COPE	-0.058	-0.02	0.017	0.286	0.818	0.845	0.019	0	0	1	0.931	1	4
CUEDC1	-0.024	0.029	0.082	0.288	0.857	0.836	0.027	0	0	1	0.931	1	4
DDA1	-0.047	-0.017	0.014	0.287	0.689	0.876	0.016	0	0	1	0.931	1	4
ENPP2	-0.053	0.063	0.179	0.286	0.733	0.865	0.059	0	0	1	0.931	1	4
FLJ25410	-0.027	0.032	0.09	0.286	1.541	0.463	0.03	0	0	1	0.931	1	3
GFPT2	-0.101	-0.036	0.03	0.286	0.496	0.92	0.034	0	0	1	0.931	1	4
HLA-E	-0.074	-0.026	0.022	0.287	1.628	0.443	0.024	0	0	1	0.931	1	3
ISG20L1	-0.016	0.019	0.053	0.285	2.569	0.277	0.018	0	22.134	1.284	0.931	1	3
ISGF3G	-0.042	0.05	0.141	0.285	0.516	0.773	0.047	0	0	1	0.931	1	3
KIAA1961	-0.039	-0.014	0.011	0.285	0.293	0.864	0.013	0	0	1	0.931	1	3
KLF2	-0.128	-0.045	0.038	0.287	1.253	0.74	0.042	0	0	1	0.931	1	4
LOC92270	-0.027	0.032	0.091	0.285	1.695	0.428	0.03	0	0	1	0.931	1	3
MKRN2	-0.014	0.017	0.048	0.285	0.42	0.936	0.016	0	0	1	0.931	1	4
NSMCE1	-0.014	0.017	0.047	0.287	0.727	0.867	0.016	0	0	1	0.931	1	4
PHYH	-0.066	-0.023	0.02	0.286	0.072	0.965	0.022	0	0	1	0.931	1	3
PLTP	-0.039	0.047	0.132	0.287	0.477	0.924	0.044	0	0	1	0.931	1	4
PPA1	-0.069	-0.024	0.02	0.286	0.353	0.838	0.023	0	0	1	0.931	1	3
PSMB7	-0.051	-0.018	0.015	0.288	0.841	0.84	0.017	0	0	1	0.931	1	4
SLC35A5	-0.014	0.017	0.047	0.285	0.644	0.886	0.016	0	0	1	0.931	1	4
SNRP70	-0.019	0.022	0.063	0.287	1.619	0.445	0.021	0	0	1	0.931	1	3
TIAL1	-0.039	-0.014	0.012	0.287	0.146	0.93	0.013	0	0	1	0.931	1	3
TUBB2B	-0.023	0.027	0.077	0.286	3.218	0.359	0.025	0	6.785	1.073	0.931	1	4
XPC	-0.016	0.019	0.055	0.287	1.497	0.683	0.018	0	0	1	0.931	1	4
ZNF395	-0.022	0.027	0.076	0.286	2.383	0.497	0.025	0	0	1	0.931	1	4
ACTR5	-0.041	-0.015	0.012	0.288	0.681	0.712	0.014	0	0	1	0.932	1	3
BTBD1	-0.082	-0.029	0.024	0.289	0.076	0.995	0.027	0	0	1	0.932	1	4
DKK3	-0.032	-0.011	0.009	0.289	0.475	0.788	0.01	0	0	1	0.932	1	3
EXOSC9	-0.048	-0.017	0.014	0.288	0.36	0.835	0.016	0	0	1	0.932	1	3
MCL1	-0.1	-0.035	0.03	0.288	3.612	0.307	0.033	0.001	16.943	1.204	0.932	1	4
PCDHB10	-0.093	-0.033	0.028	0.289	1.518	0.468	0.031	0	0	1	0.932	1	3
PHC2	-0.018	0.022	0.062	0.289	3.79	0.285	0.021	0	20.837	1.263	0.932	1	4
PMVK	-0.016	0.019	0.054	0.289	0.489	0.921	0.018	0	0	1	0.932	1	4
QSCN6L1	-0.06	-0.021	0.018	0.288	3.436	0.179	0.02	0.001	41.795	1.718	0.932	1	3
UBLCP1	-0.07	-0.025	0.021	0.288	1.91	0.591	0.023	0	0	1	0.932	1	4
ZNFN1A4	-0.021	0.025	0.071	0.288	1.172	0.557	0.024	0	0	1	0.932	1	3
ACYP2	-0.069	-0.024	0.021	0.292	2.405	0.493	0.023	0	0	1	0.933	1	4
ADNP	-0.062	-0.022	0.018	0.289	4.915	0.178	0.02	0.001	38.966	1.638	0.933	1	4
APPBP1	-0.056	-0.02	0.017	0.291	0.197	0.906	0.018	0	0	1	0.933	1	3
ASAHL	-0.01	0.012	0.033	0.294	0.194	0.908	0.011	0	0	1	0.933	1	3
ATP2C1	-0.126	-0.044	0.038	0.294	0.029	0.986	0.042	0	0	1	0.933	1	3
C5orf4	-0.033	0.039	0.11	0.29	0.654	0.721	0.037	0	0	1	0.933	1	3
CCNC	-0.129	-0.045	0.038	0.289	1.383	0.709	0.043	0	0	1	0.933	1	4
COMMD10	-0.122	-0.043	0.036	0.29	0.272	0.873	0.04	0	0	1	0.933	1	3
COX4I1	-0.024	-0.008	0.007	0.291	0.208	0.901	0.008	0	0	1	0.933	1	3
CREBBP	-0.039	-0.014	0.012	0.293	0.733	0.865	0.013	0	0	1	0.933	1	4
DAD1	-0.015	0.017	0.049	0.292	0.216	0.975	0.016	0	0	1	0.933	1	4
DIP	-0.052	-0.018	0.016	0.294	0.031	0.984	0.017	0	0	1	0.933	1	3
DNAJB14	-0.029	0.033	0.095	0.293	0.99	0.804	0.032	0	0	1	0.933	1	4
EPM2AIP1	-0.049	-0.017	0.015	0.29	0.349	0.84	0.016	0	0	1	0.933	1	3
FLJ37440	-0.107	-0.037	0.032	0.294	1.393	0.498	0.036	0	0	1	0.933	1	3
GALNAC4S-6ST	-0.066	-0.023	0.02	0.29	0.101	0.951	0.022	0	0	1	0.933	1	3
GCSH	-0.064	-0.022	0.019	0.292	0.9	0.638	0.021	0	0	1	0.933	1	3
GLTP	-0.027	0.032	0.091	0.292	0.788	0.852	0.03	0	0	1	0.933	1	4
GNG3	-0.056	-0.019	0.017	0.292	1.444	0.486	0.018	0	0	1	0.933	1	3
GNL2	-0.04	-0.014	0.012	0.291	0.36	0.835	0.013	0	0	1	0.933	1	3
HPRT1	-0.11	-0.038	0.033	0.294	3.256	0.354	0.036	0.001	7.848	1.085	0.933	1	4
KIAA1539	-0.023	0.027	0.077	0.294	0.575	0.75	0.026	0	0	1	0.933	1	3
KLK6	-0.067	0.077	0.221	0.292	0.348	0.84	0.073	0	0	1	0.933	1	3
LOC126208	-0.015	0.018	0.05	0.294	1.564	0.457	0.017	0	0	1	0.933	1	3
MDH2	-0.041	-0.014	0.012	0.294	0.602	0.896	0.014	0	0	1	0.933	1	4
MGC12981	-0.079	-0.027	0.024	0.294	0.505	0.777	0.026	0	0	1	0.933	1	3
MGC21830	-0.063	-0.022	0.019	0.294	1.3	0.522	0.021	0	0	1	0.933	1	3
MGC42367	-0.097	-0.034	0.029	0.292	0.2	0.905	0.032	0	0	1	0.933	1	3
MMAB	-0.022	0.025	0.073	0.294	0.476	0.924	0.024	0	0	1	0.933	1	4
MT1X	-0.175	-0.061	0.053	0.292	2.029	0.566	0.058	0	0	1	0.933	1	4
MTCP1	-0.019	0.022	0.064	0.294	1.396	0.706	0.021	0	0	1	0.933	1	4
OGFOD1	-0.042	-0.015	0.013	0.292	0.942	0.624	0.014	0	0	1	0.933	1	3
P4HA1	-0.03	0.034	0.099	0.294	0.347	0.841	0.033	0	0	1	0.933	1	3
PGRMC2	-0.012	0.014	0.04	0.292	0.687	0.876	0.013	0	0	1	0.933	1	4
PITPNM1	-0.075	-0.026	0.022	0.291	0.972	0.808	0.025	0	0	1	0.933	1	4
PTTG1IP	-0.027	0.032	0.09	0.29	1.244	0.742	0.03	0	0	1	0.933	1	4
RHOBTB3	-0.037	0.043	0.123	0.294	0.17	0.919	0.041	0	0	1	0.933	1	3
SCD5	-0.03	-0.01	0.009	0.292	0.176	0.981	0.01	0	0	1	0.933	1	4
SF3A2	-0.015	0.017	0.05	0.294	0.266	0.875	0.017	0	0	1	0.933	1	3
SLC13A3	-0.069	-0.024	0.021	0.29	0.385	0.943	0.023	0	0	1	0.933	1	4
SLC43A2	-0.053	-0.019	0.016	0.292	0.657	0.883	0.018	0	0	1	0.933	1	4
SNCA	-0.13	-0.045	0.039	0.293	2.304	0.512	0.043	0	0	1	0.933	1	4
TCEA1	-0.021	0.024	0.07	0.294	0.427	0.935	0.023	0	0	1	0.933	1	4
TMEM50A	-0.013	0.015	0.043	0.294	0.25	0.969	0.014	0	0	1	0.933	1	4
