lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
FAM200A	-0.112	0.009	0.13	0.89	2.412	0.661	0.062	0	0	1	1	1	5
FAM200B	-0.161	0.122	0.405	0.398	5.253	0.154	0.144	0.035	42.891	1.751	1	1	4
FAM200C	-0.142	-0.022	0.097	0.714	1.082	0.582	0.061	0	0	1	1	1	3
FAM201A	-0.11	0.008	0.125	0.897	1.989	0.575	0.06	0	0	1	1	1	4
FAM201B	-0.062	0.017	0.095	0.677	0.863	0.353	0.04	0	0	1	1	1	2
FAM204A	-0.112	0.065	0.241	0.473	0.576	0.966	0.09	0	0	1	1	1	5
FAM205A	-0.048	0.078	0.205	0.224	0.048	0.827	0.064	0	0	1	1	1	2
FAM205B	-0.184	-0.079	0.026	0.141	1.762	0.184	0.054	0.003	43.236	1.762	1	1	2
FAM206A	-0.035	0.107	0.25	0.139	0.855	0.355	0.073	0	0	1	1	1	2
FAM207A	-0.072	0.076	0.225	0.313	0.966	0.617	0.076	0	0	1	1	1	3
FAM208A	-0.312	-0.033	0.246	0.816	0.387	0.534	0.142	0	0	1	1	1	2
FAM208B	-0.278	-0.038	0.202	0.756	1.549	0.213	0.122	0.012	35.443	1.549	1	1	2
FAM209A	-0.42	-0.149	0.122	0.282	1.418	0.701	0.138	0	0	1	1	1	4
FAM209B	-0.144	-0.041	0.061	0.431	1.407	0.495	0.052	0	0	1	1	1	3
FAM20A	-0.028	-0.001	0.025	0.934	2.04	0.844	0.013	0	0	1	1	1	6
FAM20B	-0.034	-0.001	0.032	0.943	3.231	0.919	0.017	0	0	1	1	1	9
FAM20C	-0.021	0.01	0.042	0.517	6.839	0.446	0.016	0	0	1	1	1	8
FAM210A	-0.258	0.09	0.438	0.611	0.97	0.616	0.178	0	0	1	1	1	3
FAM210B	-0.188	0.31	0.807	0.223	2.271	0.321	0.254	0.023	11.915	1.135	1	1	3
FAM214B	-0.249	0.098	0.446	0.578	0.369	0.543	0.177	0	0	1	1	1	2
FAM216A	-0.192	0.156	0.504	0.379	1.03	0.597	0.177	0	0	1	1	1	3
FAM216B	-0.049	0.003	0.055	0.92	0.331	0.565	0.027	0	0	1	1	1	2
FAM217A	-0.359	-0.139	0.081	0.216	3.573	0.059	0.112	0.019	72.012	3.573	1	1	2
FAM217B	0.002	0.167	0.331	0.048	1.256	0.74	0.084	0	0	1	1	1	4
FAM218A	-0.034	0.038	0.11	0.299	0.62	0.431	0.037	0	0	1	1	1	2
FAM219A	-0.085	0.05	0.185	0.468	2.134	0.545	0.069	0	0	1	1	1	4
FAM219B	-0.152	0.024	0.2	0.792	2.196	0.334	0.09	0.005	8.914	1.098	1	1	3
FAM21A	-0.313	0.068	0.448	0.727	1.608	0.205	0.194	0.038	37.807	1.608	1	1	2
FAM21C	-0.197	0.014	0.224	0.9	2.662	0.264	0.108	0.009	24.881	1.331	1	1	3
FAM21EP	-0.966	0.631	2.227	0.439	3.404	0.065	0.815	1.025	70.622	3.404	1	1	2
FAM220A	-0.163	0.078	0.318	0.527	1.287	0.732	0.122	0	0	1	1	1	4
FAM221A	-0.241	0.019	0.28	0.883	0.689	0.876	0.133	0	0	1	1	1	4
FAM221B	-0.116	-0.013	0.09	0.803	0.266	0.606	0.053	0	0	1	1	1	2
FAM222A	-0.15	-0.021	0.109	0.756	2.597	0.273	0.066	0.005	22.976	1.298	1	1	3
FAM222B	-0.792	0.374	1.541	0.529	3.025	0.082	0.595	0.523	66.945	3.025	1	1	2
FAM223A	-0.276	-0.061	0.154	0.579	0.028	0.867	0.11	0	0	1	1	1	2
FAM225A	-0.118	-0.053	0.012	0.11	0.54	0.91	0.033	0	0	1	1	1	4
FAM225B	-1.524	0.852	3.228	0.482	3.848	0.05	1.212	2.309	74.011	3.848	1	1	2
FAM227B	-0.065	-0.018	0.029	0.445	1.383	0.71	0.024	0	0	1	1	1	4
FAM228A	-0.127	0.035	0.198	0.671	0.738	0.691	0.083	0	0	1	1	1	3
FAM228B	-0.14	0.134	0.408	0.339	0.398	0.819	0.14	0	0	1	1	1	3
FAM229A	-0.088	0.005	0.098	0.914	1.628	0.653	0.047	0	0	1	1	1	4
FAM229B	-0.07	0.021	0.112	0.653	2.466	0.651	0.047	0	0	1	1	1	5
FAM22D	-0.168	0.122	0.412	0.409	0.013	0.909	0.148	0	0	1	1	1	2
FAM22G	-0.403	-0.143	0.117	0.282	0.057	0.811	0.133	0	0	1	1	1	2
FAM230B	-0.134	-0.03	0.074	0.57	1.513	0.469	0.053	0	0	1	1	1	3
FAM234A	-0.133	-0.023	0.087	0.678	2.687	0.442	0.056	0	0	1	1	1	4
FAM234B	-0.146	0.045	0.236	0.643	0.841	0.84	0.098	0	0	1	1	1	4
FAM237A	-0.333	-0.035	0.263	0.818	0.011	0.915	0.152	0	0	1	1	1	2
FAM240A	-0.238	-0.004	0.23	0.973	0.003	0.953	0.119	0	0	1	1	1	2
FAM241A	-0.191	-0.073	0.045	0.228	2.095	0.553	0.06	0	0	1	1	1	4
FAM241B	-0.111	0.028	0.167	0.693	0.858	0.354	0.071	0	0	1	1	1	2
FAM24A	-0.268	-0.07	0.128	0.488	3.73	0.155	0.101	0.015	46.378	1.865	1	1	3
FAM24B	-0.051	0.015	0.082	0.648	14.693	0.065	0.034	0.003	45.554	1.837	1	1	9
FAM25C	-0.149	0.111	0.37	0.403	0.021	0.885	0.132	0	0	1	1	1	2
FAM26C	-0.004	0	0.004	0.916	1.935	0.586	0.002	0	0	1	1	1	4
FAM26D	-0.027	0	0.028	0.973	0.057	0.972	0.014	0	0	1	1	1	3
FAM26E	-0.099	0.071	0.241	0.412	2.519	0.284	0.087	0.005	20.609	1.26	1	1	3
FAM26F	-0.576	-0.186	0.204	0.349	0.001	0.999	0.199	0	0	1	1	1	3
FAM27A	-0.313	-0.03	0.254	0.837	0.067	0.796	0.145	0	0	1	1	1	2
FAM27C	-0.222	0.007	0.235	0.955	0.048	0.826	0.117	0	0	1	1	1	2
FAM27E3	-1.266	-0.212	0.843	0.694	1.754	0.185	0.538	0.312	42.976	1.754	1	1	2
FAM27L	-0.298	-0.106	0.086	0.279	0.542	0.462	0.098	0	0	1	1	1	2
FAM30A	-0.123	0.163	0.45	0.263	0.255	0.614	0.146	0	0	1	1	1	2
FAM32A	-0.006	0.137	0.28	0.061	4.136	0.53	0.073	0	0	1	1	1	6
FAM33A	-0.039	-0.002	0.034	0.911	0.094	0.954	0.019	0	0	1	1	1	3
FAM35A	-0.329	-0.045	0.239	0.757	1.043	0.594	0.145	0	0	1	1	1	3
FAM36A	-0.078	-0.028	0.021	0.264	5.039	0.283	0.025	0.001	20.621	1.26	1	1	5
FAM38A	-0.051	0.023	0.097	0.543	0.927	0.819	0.038	0	0	1	1	1	4
FAM38B	-0.004	0	0.004	0.966	2.835	0.418	0.002	0	0	1	1	1	4
FAM3A	0.003	0.031	0.059	0.029	5.396	0.612	0.014	0	0	1	1	1	8
FAM3B	-0.148	-0.008	0.133	0.916	2.204	0.82	0.071	0	0	1	1	1	6
FAM3C	-0.097	-0.016	0.065	0.7	4.212	0.838	0.041	0	0	1	1	1	9
FAM3D	-0.064	0.062	0.188	0.336	2.12	0.714	0.064	0	0	1	1	1	5
FAM40A	-0.021	0.004	0.028	0.777	0.444	0.979	0.012	0	0	1	1	1	5
FAM40B	-0.081	0.031	0.142	0.589	7.013	0.135	0.057	0.006	42.966	1.753	1	1	5
FAM41AY1	-0.103	0.038	0.179	0.599	0.005	0.944	0.072	0	0	1	1	1	2
FAM41C	-0.107	0.101	0.308	0.341	0.276	0.599	0.106	0	0	1	1	1	2
FAM43A	-0.092	-0.037	0.019	0.195	4.671	0.792	0.028	0	0	1	1	1	9
FAM43B	-0.046	0.021	0.088	0.539	8.132	0.229	0.034	0.002	26.218	1.355	1	1	7
FAM45A	-0.057	-0.016	0.026	0.456	3.27	0.774	0.021	0	0	1	1	1	7
FAM46A	-0.05	0.037	0.125	0.403	7.77	0.169	0.045	0.004	35.649	1.554	1	1	6
FAM46B	-0.042	0.026	0.095	0.452	1.58	0.454	0.035	0	0	1	1	1	3
FAM46C	-0.496	0.039	0.574	0.887	1	0.607	0.273	0	0	1	1	1	3
FAM46D	-0.114	0.043	0.201	0.589	2.981	0.225	0.08	0.008	32.918	1.491	1	1	3
FAM47A	-0.007	0.042	0.091	0.094	0.752	0.861	0.025	0	0	1	1	1	4
FAM47B	-0.062	0.009	0.079	0.811	1.153	0.764	0.036	0	0	1	1	1	4
FAM47C	-0.023	0.046	0.115	0.192	0.916	0.821	0.035	0	0	1	1	1	4
FAM47E	-0.172	-0.017	0.138	0.829	4.137	0.247	0.079	0.008	27.478	1.379	1	1	4
FAM48A	-0.002	0	0.002	0.977	1.176	0.882	0.001	0	0	1	1	1	5
FAM48B1	-0.447	-0.136	0.176	0.394	0.004	0.948	0.159	0	0	1	1	1	2
FAM48B2	-1.27	-0.474	0.322	0.244	6.894	0.009	0.406	0.284	85.494	6.894	1	1	2
FAM49A	-0.004	0	0.004	0.978	4.7	0.583	0.002	0	0	1	1	1	7
FAM49B	-0.096	-0.041	0.013	0.135	3.592	0.732	0.028	0	0	1	1	1	7
FAM50A	0.005	0.034	0.062	0.02	2.661	0.914	0.015	0	0	1	1	1	8
FAM50B	-0.064	-0.022	0.02	0.313	8.112	0.423	0.022	0	1.381	1.014	1	1	9
FAM51A1	-0.007	0.024	0.055	0.124	0.701	0.704	0.016	0	0	1	1	1	3
FAM53A	-0.139	0.059	0.257	0.56	10.451	0.063	0.101	0.024	52.159	2.09	1	1	6
FAM53B	-0.002	0	0.002	0.963	5.717	0.679	0.001	0	0	1	1	1	9
FAM53B-AS1	-0.066	-0.017	0.032	0.502	0.002	0.964	0.025	0	0	1	1	1	2
FAM53C	-0.015	0.017	0.05	0.303	8.457	0.39	0.017	0	5.402	1.057	1	1	9
FAM54A	-0.475	0.102	0.679	0.729	3.651	0.056	0.294	0.126	72.613	3.651	1	1	2
FAM54B	-0.046	0.139	0.323	0.14	0.059	0.808	0.094	0	0	1	1	1	2
FAM55A	-0.487	0.004	0.494	0.988	2.356	0.125	0.25	0.074	57.546	2.356	1	1	2
FAM55B	-0.112	0.11	0.332	0.332	1.345	0.246	0.113	0.008	25.657	1.345	1	1	2
FAM55C	-0.022	0.021	0.063	0.343	2.793	0.593	0.022	0	0	1	1	1	5
FAM55D	-0.354	-0.132	0.089	0.241	0.072	0.788	0.113	0	0	1	1	1	2
FAM57A	-0.033	0.005	0.043	0.796	2.128	0.908	0.019	0	0	1	1	1	7
FAM57B	-0.316	0.034	0.383	0.851	0.526	0.769	0.178	0	0	1	1	1	3
FAM58A	-0.045	-0.001	0.043	0.961	2.256	0.813	0.023	0	0	1	1	1	6
FAM59A	-0.043	-0.005	0.034	0.812	1.478	0.831	0.02	0	0	1	1	1	5
FAM5B	-0.034	-0.01	0.014	0.432	4.653	0.325	0.012	0	14.032	1.163	1	1	5
FAM5C	-0.042	-0.006	0.03	0.747	3.994	0.407	0.018	0	0	1	1	1	5
FAM60A	-0.409	-0.158	0.092	0.215	2.093	0.351	0.128	0.002	4.463	1.047	1	1	3
FAM62A	-0.039	0.004	0.048	0.847	0.24	0.887	0.022	0	0	1	1	1	3
FAM62B	-0.017	0.013	0.044	0.386	0.167	0.983	0.015	0	0	1	1	1	4
FAM63A	-0.048	0.012	0.073	0.685	1.558	0.906	0.031	0	0	1	1	1	6
FAM63B	-0.003	0	0.003	0.986	6.095	0.297	0.002	0	17.96	1.219	1	1	6
FAM64A	-0.169	-0.065	0.039	0.22	1.481	0.477	0.053	0	0	1	1	1	3
FAM65A	-0.023	0.018	0.059	0.399	2.325	0.803	0.021	0	0	1	1	1	6
FAM65B	-0.24	-0.056	0.127	0.548	0.837	0.658	0.094	0	0	1	1	1	3
FAM65C	-0.07	0.111	0.293	0.23	0.241	0.887	0.093	0	0	1	1	1	3
FAM66B	-0.06	-0.001	0.057	0.965	0.114	0.736	0.03	0	0	1	1	1	2
FAM66C	-0.097	-0.045	0.007	0.093	1.318	0.725	0.027	0	0	1	1	1	4
FAM66D	-0.188	-0.041	0.105	0.583	1.88	0.17	0.075	0.007	46.796	1.88	1	1	2
FAM66E	-0.345	-0.126	0.094	0.262	0.552	0.458	0.112	0	0	1	1	1	2
FAM69A	-0.388	-0.108	0.172	0.45	2.253	0.324	0.143	0.007	11.227	1.126	1	1	3
FAM69B	-0.039	-0.011	0.017	0.436	5.253	0.386	0.014	0	4.818	1.051	1	1	6
FAM69C	-0.019	0.015	0.049	0.382	0.71	0.399	0.017	0	0	1	1	1	2
FAM70A	-0.137	0.102	0.342	0.401	0.161	0.688	0.122	0	0	1	1	1	2
FAM70B	-0.27	-0.03	0.21	0.807	0.002	0.968	0.122	0	0	1	1	1	2
FAM71A	-0.125	0.002	0.13	0.971	1.732	0.421	0.065	0	0	1	1	1	3
FAM71B	-0.031	0.008	0.048	0.679	0.881	0.644	0.02	0	0	1	1	1	3
FAM71C	-0.141	-0.023	0.095	0.704	1.688	0.43	0.06	0	0	1	1	1	3
FAM71D	-0.131	0.027	0.184	0.738	2.911	0.233	0.08	0.008	31.297	1.456	1	1	3
FAM71E1	-0.073	-0.002	0.069	0.951	1.138	0.566	0.036	0	0	1	1	1	3
FAM71E2	-0.006	0.04	0.085	0.087	0.056	0.812	0.023	0	0	1	1	1	2
FAM71F1	-0.069	0.069	0.207	0.327	0.894	0.64	0.07	0	0	1	1	1	3
FAM71F2	-0.099	-0.016	0.068	0.712	1.839	0.606	0.043	0	0	1	1	1	4
FAM72A	-0.004	0	0.003	0.948	7.448	0.281	0.002	0	19.447	1.241	1	1	7
FAM72B	-0.676	0.01	0.696	0.977	0.007	0.933	0.35	0	0	1	1	1	2
FAM72D	-0.413	-0.163	0.087	0.202	2.776	0.427	0.128	0	0	1	1	1	4
FAM73A	-0.269	-0.036	0.198	0.765	2.037	0.361	0.119	0.001	1.834	1.019	1	1	3
FAM73B	-0.017	0.015	0.048	0.361	2.132	0.831	0.017	0	0	1	1	1	6
FAM74A1	-0.375	-0.091	0.194	0.532	0.001	0.972	0.145	0	0	1	1	1	2
FAM74A3	-0.216	0.03	0.275	0.812	0.643	0.423	0.125	0	0	1	1	1	2
FAM75A2	-0.376	-0.066	0.244	0.676	0.02	0.888	0.158	0	0	1	1	1	2
FAM76A	-0.117	0.023	0.162	0.751	2.374	0.795	0.071	0	0	1	1	1	6
FAM76B	-0.002	0	0.002	0.994	1.1	0.998	0.001	0	0	1	1	1	9
FAM78A	-0.237	-0.076	0.085	0.353	0.851	0.931	0.082	0	0	1	1	1	5
FAM78B	-0.058	0.01	0.078	0.778	0.551	0.908	0.035	0	0	1	1	1	4
FAM79A	-0.013	0.007	0.026	0.505	0.091	0.956	0.01	0	0	1	1	1	3
FAM80B	-0.002	0	0.002	0.992	0.395	0.941	0.001	0	0	1	1	1	4
FAM81A	-0.004	0	0.004	0.991	5.08	0.65	0.002	0	0	1	1	1	8
FAM81B	-0.015	0.023	0.061	0.238	3.408	0.492	0.02	0	0	1	1	1	5
FAM82A1	-0.227	-0.022	0.183	0.833	0.042	0.838	0.105	0	0	1	1	1	2
FAM82A2	-0.169	0.035	0.238	0.738	0.318	0.573	0.104	0	0	1	1	1	2
FAM82C	-0.031	-0.01	0.011	0.347	0.132	0.936	0.011	0	0	1	1	1	3
FAM83A	-0.001	0.098	0.197	0.052	1.514	0.679	0.051	0	0	1	1	1	4
FAM83B	-0.04	-0.011	0.018	0.463	0.826	0.843	0.015	0	0	1	1	1	4
FAM83C	-0.056	0.024	0.103	0.557	2.212	0.53	0.04	0	0	1	1	1	4
FAM83C-AS1	-0.098	0.071	0.241	0.409	0.431	0.511	0.086	0	0	1	1	1	2
FAM83D	-0.152	0.071	0.294	0.533	5.429	0.246	0.114	0.019	26.327	1.357	1	1	5
FAM83E	-0.177	-0.029	0.119	0.702	1.006	0.605	0.076	0	0	1	1	1	3
FAM83F	-0.051	0.053	0.157	0.316	2.935	0.402	0.053	0	0	1	1	1	4
FAM83G	-0.095	0.06	0.215	0.449	3.762	0.439	0.079	0	0	1	1	1	5
FAM83H	-0.052	0.016	0.083	0.646	1.941	0.747	0.034	0	0	1	1	1	5
FAM84A	-0.058	0.01	0.079	0.765	2.277	0.32	0.035	0.001	12.176	1.139	1	1	3
FAM84B	-0.051	0.017	0.085	0.629	1.661	0.894	0.035	0	0	1	1	1	6
FAM85A	-0.507	-0.169	0.169	0.327	0.627	0.429	0.172	0	0	1	1	1	2
FAM86A	-0.217	-0.07	0.077	0.352	1.975	0.372	0.075	0	0	1	1	1	3
FAM86B1	-0.348	-0.124	0.101	0.28	2.772	0.25	0.114	0.012	27.847	1.386	1	1	3
FAM86B2	-0.407	-0.149	0.109	0.258	0.325	0.569	0.132	0	0	1	1	1	2
FAM86B3P	-0.014	0.011	0.037	0.377	0.001	0.981	0.013	0	0	1	1	1	2
FAM86C1	-0.015	0.05	0.116	0.131	0.824	0.662	0.033	0	0	1	1	1	3
FAM86C1P	-0.523	-0.275	-0.026	0.03	0.268	0.605	0.127	0	0	1	1	1	2
FAM86C2P	-0.613	-0.117	0.379	0.644	2.718	0.257	0.253	0.069	26.418	1.359	1	1	3
FAM86DP	-0.3	-0.057	0.187	0.649	2.081	0.353	0.124	0.004	3.881	1.04	1	1	3
FAM86EP	-0.289	-0.057	0.175	0.63	0.658	0.72	0.118	0	0	1	1	1	3
FAM86FP	-0.26	-0.033	0.195	0.778	0.026	0.873	0.116	0	0	1	1	1	2
FAM86HP	-0.52	-0.225	0.07	0.135	0.045	0.978	0.151	0	0	1	1	1	3
FAM87A	-0.051	-0.01	0.031	0.642	0.147	0.701	0.021	0	0	1	1	1	2
FAM87B	-0.199	-0.042	0.115	0.599	1.248	0.536	0.08	0	0	1	1	1	3
FAM88B	-2.55	-0.704	1.143	0.455	2.435	0.119	0.942	1.235	58.926	2.435	1	1	2
FAM88C	-0.319	-0.067	0.184	0.599	0.695	0.405	0.128	0	0	1	1	1	2
FAM89A	-0.053	-0.015	0.023	0.441	3.565	0.894	0.019	0	0	1	1	1	9
FAM89B	-0.028	0.004	0.036	0.794	4.929	0.765	0.016	0	0	1	1	1	9
FAM8A1	-0.053	-0.021	0.011	0.194	4.428	0.817	0.016	0	0	1	1	1	9
FAM90A1	-0.083	0.005	0.093	0.911	1.878	0.598	0.045	0	0	1	1	1	4
FAM90A7	-0.315	-0.104	0.107	0.333	0.27	0.603	0.108	0	0	1	1	1	2
FAM91A1	-0.058	0.096	0.249	0.221	2.081	0.721	0.078	0	0	1	1	1	5
FAM92A1	-0.111	0.012	0.135	0.847	0.375	0.54	0.063	0	0	1	1	1	2
FAM92A3	-0.843	-0.126	0.59	0.73	6.236	0.013	0.365	0.228	83.964	6.236	1	1	2
FAM92B	-0.094	0.208	0.51	0.177	0.364	0.546	0.154	0	0	1	1	1	2
FAM95B1	-0.409	0.033	0.475	0.884	5.396	0.02	0.225	0.083	81.468	5.396	1	1	2
FAM96A	-0.04	-0.006	0.028	0.722	3.046	0.693	0.017	0	0	1	1	1	6
FAM96B	-0.021	0.003	0.027	0.805	2.163	0.826	0.012	0	0	1	1	1	6
FAM98A	-0.017	0.01	0.037	0.472	3.581	0.827	0.014	0	0	1	1	1	8
FAM98B	-0.146	0.004	0.154	0.963	3.778	0.582	0.077	0	0	1	1	1	6
FAM98C	-0.054	-0.017	0.02	0.361	2.685	0.953	0.019	0	0	1	1	1	9
FAM99A	-0.465	-0.03	0.405	0.892	3.604	0.058	0.222	0.071	72.255	3.604	1	1	2
FAM99B	-0.304	-0.119	0.066	0.206	0.839	0.657	0.094	0	0	1	1	1	3
FAM9A	-0.165	-0.07	0.025	0.149	0.262	0.967	0.049	0	0	1	1	1	4
FAM9B	-0.285	-0.088	0.109	0.38	7.112	0.068	0.101	0.021	57.817	2.371	1	1	4
FAM9C	-0.029	0.053	0.135	0.204	0.545	0.909	0.042	0	0	1	1	1	4
FAN1	-0.208	-0.062	0.084	0.405	3.402	0.638	0.074	0	0	1	1	1	6
FANCA	-0.053	0.045	0.142	0.372	3.217	0.522	0.05	0	0	1	1	1	5
FANCB	-0.05	0.021	0.091	0.567	3.224	0.665	0.036	0	0	1	1	1	6
FANCC	-0.109	-0.041	0.027	0.24	0.493	0.974	0.035	0	0	1	1	1	5
FANCD2	-0.118	-0.031	0.056	0.486	3.754	0.44	0.044	0	0	1	1	1	5
FANCD2OS	-0.065	0.051	0.167	0.39	2.442	0.486	0.059	0	0	1	1	1	4
FANCE	-0.003	0	0.003	0.986	8.786	0.361	0.002	0	8.949	1.098	1	1	9
FANCF	-0.66	-0.299	0.062	0.105	9.608	0.048	0.184	0.086	58.366	2.402	1	1	5
FANCG	-0.022	0.026	0.074	0.282	3.544	0.896	0.024	0	0	1	1	1	9
FANCI	-0.103	0.017	0.136	0.784	2.269	0.811	0.061	0	0	1	1	1	6
FANCL	-0.245	-0.03	0.185	0.785	1.364	0.928	0.11	0	0	1	1	1	6
FANCM	-0.196	-0.041	0.114	0.604	3.568	0.613	0.079	0	0	1	1	1	6
FANK1	-0.008	0.107	0.222	0.068	9.57	0.144	0.059	0.008	37.305	1.595	1	1	7
FAP	-0.269	-0.083	0.102	0.378	6.295	0.098	0.095	0.018	52.34	2.098	1	1	4
FAR1	-0.129	-0.01	0.109	0.866	4.932	0.553	0.061	0	0	1	1	1	7
FAR2	-0.17	-0.047	0.076	0.456	6.129	0.525	0.063	0	0	1	1	1	8
FARP1	-0.012	0.014	0.039	0.288	6.443	0.598	0.013	0	0	1	1	1	9
FARP2	-0.002	0	0.002	0.99	2.36	0.937	0.001	0	0	1	1	1	8
FARS2	-0.052	-0.015	0.023	0.446	4.936	0.764	0.019	0	0	1	1	1	9
FARSA	-0.136	0.011	0.158	0.882	1.69	0.89	0.075	0	0	1	1	1	6
FARSB	-0.226	-0.065	0.095	0.426	3.872	0.568	0.082	0	0	1	1	1	6
FARSLA	-0.032	0.004	0.039	0.829	0.046	0.977	0.018	0	0	1	1	1	3
FAS	-0.527	-0.103	0.321	0.633	6.988	0.137	0.216	0.096	42.759	1.747	1	1	5
FAS-AS1	-0.057	-0.007	0.044	0.8	0.061	0.97	0.026	0	0	1	1	1	3
FASLG	-0.233	-0.045	0.144	0.641	5.376	0.372	0.096	0.006	6.994	1.075	1	1	6
FASN	-0.058	-0.005	0.048	0.851	12.348	0.262	0.027	0.001	19.012	1.235	1	1	11
FASTK	-0.051	0.002	0.056	0.931	11.742	0.228	0.027	0.001	23.353	1.305	1	1	10
FASTKD1	-0.073	0.067	0.208	0.348	3.234	0.779	0.072	0	0	1	1	1	7
FASTKD2	-0.108	-0.06	-0.012	0.014	2.642	0.977	0.025	0	0	1	1	1	10
FASTKD3	-0.103	0.001	0.105	0.987	1.188	0.991	0.053	0	0	1	1	1	8
FASTKD5	-0.122	0.034	0.189	0.672	1.597	0.902	0.079	0	0	1	1	1	6
FAT	-0.051	-0.001	0.049	0.978	1.719	0.423	0.026	0	0	1	1	1	3
FAT1	-0.01	0.025	0.06	0.165	4.962	0.42	0.018	0	0	1	1	1	6
FAT2	-0.002	0	0.002	0.981	6.962	0.641	0.001	0	0	1	1	1	10
FAT3	-0.02	0.009	0.038	0.538	2.184	0.535	0.015	0	0	1	1	1	4
FAT4	-0.089	0	0.089	0.994	5.142	0.526	0.045	0	0	1	1	1	7
FATE1	-0.075	0.04	0.155	0.498	6.319	0.276	0.059	0.004	20.868	1.264	1	1	6
FAU	-0.014	0.007	0.028	0.509	3.288	0.974	0.011	0	0	1	1	1	11
FAXC	-0.021	0.033	0.087	0.236	0.715	0.87	0.028	0	0	1	1	1	4
FAXDC2	-0.306	-0.127	0.052	0.164	1.694	0.89	0.091	0	0	1	1	1	6
FBF1	-0.029	0.03	0.09	0.319	3.394	0.639	0.031	0	0	1	1	1	6
FBL	-0.013	0.012	0.038	0.33	6.6	0.763	0.013	0	0	1	1	1	11
FBLIM1	-0.01	0.06	0.13	0.093	3.049	0.803	0.036	0	0	1	1	1	7
FBLL1	-0.136	0.055	0.246	0.573	2.288	0.319	0.098	0.006	12.587	1.144	1	1	3
FBLN1	-0.024	0.019	0.061	0.383	8.136	0.42	0.022	0	1.67	1.017	1	1	9
FBLN2	-0.069	0.008	0.086	0.831	16.641	0.055	0.04	0.006	45.915	1.849	1	1	10
FBLN5	-0.051	-0.012	0.028	0.568	13.019	0.223	0.02	0.001	23.19	1.302	1	1	11
FBLN7	-0.105	-0.014	0.077	0.764	6.363	0.498	0.046	0	0	1	1	1	8
FBN1	-0.061	0.006	0.072	0.87	7.544	0.374	0.034	0.001	7.217	1.078	1	1	8
FBN2	-0.104	0.046	0.196	0.547	13.665	0.034	0.077	0.015	56.092	2.278	1	1	7
FBN3	-0.187	-0.09	0.008	0.072	1.691	0.89	0.05	0	0	1	1	1	6
FBP1	-0.167	-0.004	0.16	0.962	5.008	0.415	0.083	0	0.15	1.002	1	1	6
FBP2	-0.034	0.051	0.136	0.243	1.585	0.663	0.043	0	0	1	1	1	4
FBRS	-0.115	-0.003	0.109	0.957	3.586	0.826	0.057	0	0	1	1	1	8
FBRSL1	-0.133	-0.036	0.061	0.466	6.218	0.286	0.049	0.003	19.591	1.244	1	1	6
FBXL10	0.001	0.028	0.055	0.043	0.533	0.912	0.014	0	0	1	1	1	4
FBXL12	-0.002	0	0.002	0.976	5.835	0.829	0.001	0	0	1	1	1	11
FBXL13	-0.13	0.009	0.148	0.898	7.864	0.345	0.071	0.005	10.987	1.123	1	1	8
FBXL14	-0.057	-0.024	0.009	0.15	7.415	0.686	0.017	0	0	1	1	1	11
FBXL15	-0.045	0.002	0.049	0.92	6.866	0.738	0.024	0	0	1	1	1	11
FBXL16	-0.064	-0.026	0.011	0.167	7.74	0.654	0.019	0	0	1	1	1	11
FBXL17	-0.136	-0.011	0.114	0.862	7.399	0.286	0.064	0.005	18.906	1.233	1	1	7
FBXL18	-0.022	0.031	0.085	0.251	3.813	0.702	0.027	0	0	1	1	1	7
FBXL19	-0.084	0.025	0.134	0.659	5.246	0.513	0.056	0	0	1	1	1	7
FBXL19-AS1	-0.1	0.008	0.117	0.879	2.564	0.633	0.055	0	0	1	1	1	5
FBXL2	-0.056	-0.016	0.023	0.418	6.504	0.591	0.02	0	0	1	1	1	9
FBXL20	-0.068	-0.029	0.01	0.148	7.782	0.65	0.02	0	0	1	1	1	11
FBXL21	-0.03	0.033	0.096	0.3	0.347	0.841	0.032	0	0	1	1	1	3
FBXL22	-0.027	0.001	0.03	0.933	5.209	0.517	0.015	0	0	1	1	1	7
FBXL3	-0.091	0.034	0.158	0.596	4.803	0.569	0.064	0	0	1	1	1	7
FBXL4	-0.079	0.031	0.141	0.584	8.279	0.309	0.056	0.004	15.454	1.183	1	1	8
FBXL5	-0.018	0.006	0.03	0.626	4.078	0.771	0.012	0	0	1	1	1	8
FBXL6	-0.002	0	0.002	0.997	10.029	0.438	0.001	0	0.29	1.003	1	1	11
FBXL7	-0.055	0.007	0.07	0.821	9.592	0.295	0.032	0.001	16.599	1.199	1	1	9
FBXL8	-0.083	0.034	0.152	0.567	8.015	0.331	0.06	0.004	12.662	1.145	1	1	8
FBXO10	-0.018	-0.006	0.007	0.37	10.269	0.417	0.006	0	2.619	1.027	1	1	11
FBXO11	-0.024	-0.001	0.022	0.916	6.735	0.75	0.012	0	0	1	1	1	11
FBXO15	-0.044	-0.007	0.03	0.708	5.78	0.762	0.019	0	0	1	1	1	10
FBXO16	-0.123	0.031	0.186	0.69	6.745	0.15	0.079	0.012	40.698	1.686	1	1	5
FBXO17	-0.002	0	0.002	0.956	1.872	0.867	0.001	0	0	1	1	1	6
